technique,clus,clus_params,num_clusters,homogeneity,completeness,v_measure
NEL,DBSCAN,eps=0.7500000000000001;min_samples=10,31.0,0.16165844367825297,0.22221348704382887,0.18715974576338873
NEL,DBSCAN,eps=0.7500000000000001;min_samples=15,19.0,0.254875173570413,0.334606637855841,0.2893487915936791
NEL,DBSCAN,eps=0.7500000000000001;min_samples=20,12.0,0.21903429301060653,0.3358643024819577,0.26515042798525845
NEL,DBSCAN,eps=0.7500000000000001;min_samples=25,8.0,0.2019640269342446,0.3440811209116366,0.2545284361394111
NEL,DBSCAN,eps=0.8;min_samples=5,38.0,0.07131080750824062,0.1301932760326892,0.09214887840373237
NEL,DBSCAN,eps=0.8;min_samples=10,16.0,0.07902850041505435,0.14386128554944422,0.1020158157140979
NEL,DBSCAN,eps=0.8;min_samples=15,12.0,0.07331463975425602,0.13953000248411543,0.09612261562663087
NEL,DBSCAN,eps=0.8;min_samples=20,8.0,0.0677252624823112,0.13454513636287738,0.09009825192334092
NEL,DBSCAN,eps=0.8;min_samples=25,7.0,0.09189001195059697,0.17738484406154467,0.12106511303777398
NEL,DBSCAN,eps=0.8500000000000001;min_samples=5,12.0,0.029454253368317963,0.102949121128401,0.04580380989967474
NEL,DBSCAN,eps=0.8500000000000001;min_samples=10,3.0,0.025825481285079263,0.0892641501433139,0.040060770207418224
NEL,DBSCAN,eps=0.8500000000000001;min_samples=15,3.0,0.026999861099232643,0.08597311390071107,0.0410941135893582
NEL,DBSCAN,eps=0.8500000000000001;min_samples=20,5.0,0.03692480494897705,0.10395428167710284,0.054493419377797836
NEL,DBSCAN,eps=0.8500000000000001;min_samples=25,7.0,0.053325759403119476,0.13145902684793367,0.07587369695616575
NEL,DBSCAN,eps=0.9000000000000001;min_samples=5,3.0,0.010557948854350036,0.1046049737533896,0.019180026657723812
NEL,DBSCAN,eps=0.9000000000000001;min_samples=10,2.0,0.01108721414097813,0.1001538269406185,0.019964338980153745
NEL,DBSCAN,eps=0.9000000000000001;min_samples=15,2.0,0.011539711350695859,0.0980810371554449,0.020649865525910124
NEL,DBSCAN,eps=0.9000000000000001;min_samples=20,2.0,0.011903633944453032,0.09747821766087446,0.021216408454659056
NEL,DBSCAN,eps=0.9000000000000001;min_samples=25,2.0,0.011676932562902784,0.09039417366826934,0.02068218341071236
TF-IDF,DBSCAN,eps=0.05;min_samples=5,4.0,0.0013610945834410713,0.1426339639542212,0.0026964580274404636
TF-IDF,DBSCAN,eps=0.05;min_samples=10,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.05;min_samples=15,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.05;min_samples=20,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.05;min_samples=25,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.1;min_samples=5,10.0,0.004215736809708507,0.14470686288084522,0.00819279343406354
TF-IDF,DBSCAN,eps=0.1;min_samples=10,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.1;min_samples=15,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.1;min_samples=20,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.1;min_samples=25,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.15000000000000002;min_samples=5,15.0,0.009537184150187113,0.1617161206335758,0.01801210697199367
TF-IDF,DBSCAN,eps=0.15000000000000002;min_samples=10,2.0,0.00231047557842423,0.19649876964213656,0.004567248449083815
TF-IDF,DBSCAN,eps=0.15000000000000002;min_samples=15,2.0,0.00231047557842423,0.19649876964213656,0.004567248449083815
TF-IDF,DBSCAN,eps=0.15000000000000002;min_samples=20,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.15000000000000002;min_samples=25,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
TF-IDF,DBSCAN,eps=0.2;min_samples=5,24.0,0.015387907349960232,0.1659962388993316,0.02816491735847892
TF-IDF,DBSCAN,eps=0.2;min_samples=10,3.0,0.0043874837085689945,0.200457369125783,0.008587020168021361
TF-IDF,DBSCAN,eps=0.2;min_samples=15,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.2;min_samples=20,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.2;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.25;min_samples=5,34.0,0.030513795415020358,0.19570174480742022,0.05279569208679643
TF-IDF,DBSCAN,eps=0.25;min_samples=10,6.0,0.0111398934542478,0.2478755229052305,0.021321564205644874
TF-IDF,DBSCAN,eps=0.25;min_samples=15,3.0,0.005839126564175895,0.24620976715745957,0.011407707215382066
TF-IDF,DBSCAN,eps=0.25;min_samples=20,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.25;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.3;min_samples=5,51.0,0.04323227760480643,0.1891670985055943,0.07037991799431181
TF-IDF,DBSCAN,eps=0.3;min_samples=10,10.0,0.02052441817820894,0.2619329964394024,0.03806607350613632
TF-IDF,DBSCAN,eps=0.3;min_samples=15,7.0,0.016835830082709082,0.28285944111771005,0.031780104296428156
TF-IDF,DBSCAN,eps=0.3;min_samples=20,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.3;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.35000000000000003;min_samples=5,61.0,0.052469230597687384,0.18459007039057296,0.08171203516579975
TF-IDF,DBSCAN,eps=0.35000000000000003;min_samples=10,13.0,0.02423123810709301,0.24484746812556538,0.04409830404743748
TF-IDF,DBSCAN,eps=0.35000000000000003;min_samples=15,8.0,0.01974259706828338,0.2857957347994468,0.03693382759202907
TF-IDF,DBSCAN,eps=0.35000000000000003;min_samples=20,3.0,0.006769118955033979,0.25709569526913806,0.013190931494378354
TF-IDF,DBSCAN,eps=0.35000000000000003;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.4;min_samples=5,73.0,0.06643338954893536,0.18219477102564277,0.09736480509169809
TF-IDF,DBSCAN,eps=0.4;min_samples=10,18.0,0.03280429328229396,0.2203876119455758,0.0571081437342197
TF-IDF,DBSCAN,eps=0.4;min_samples=15,11.0,0.02497401533318288,0.2498919272071544,0.04540980787966658
TF-IDF,DBSCAN,eps=0.4;min_samples=20,4.0,0.008462340941664424,0.23262336259944383,0.016330609209909128
TF-IDF,DBSCAN,eps=0.4;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
TF-IDF,DBSCAN,eps=0.45;min_samples=5,90.0,0.09429812915466076,0.19382844404968935,0.12687243281709631
TF-IDF,DBSCAN,eps=0.45;min_samples=10,24.0,0.04843019546488579,0.21490221875204432,0.07904652749224685
TF-IDF,DBSCAN,eps=0.45;min_samples=15,16.0,0.03618356799368243,0.2238563239435246,0.06229752256767008
TF-IDF,DBSCAN,eps=0.45;min_samples=20,6.0,0.01505184613876622,0.20999684379030212,0.02809027844911603
TF-IDF,DBSCAN,eps=0.45;min_samples=25,4.0,0.007797580933271638,0.19215811921439513,0.014987004476021087
TF-IDF,DBSCAN,eps=0.5;min_samples=5,120.0,0.13397338839601286,0.19543371058043618,0.15896995841694772
TF-IDF,DBSCAN,eps=0.5;min_samples=10,32.0,0.07326481921269029,0.2208925144220606,0.11003397355147201
