technique,clus,clus_params,num_clusters,homogeneity,completeness,v_measure
TF-IDF,DBSCAN,eps=0.5;min_samples=15,17.0,0.050538608866803766,0.2280010184455143,0.08273762985638326
TF-IDF,DBSCAN,eps=0.5;min_samples=20,9.0,0.03217613552918356,0.21805491915490316,0.05607748918607356
TF-IDF,DBSCAN,eps=0.5;min_samples=25,5.0,0.022015507771861408,0.21897393999780654,0.04000857732546408
TF-IDF,DBSCAN,eps=0.55;min_samples=5,150.0,0.20135356152145048,0.20521093480405234,0.20326394930884775
TF-IDF,DBSCAN,eps=0.55;min_samples=10,46.0,0.11028208072141966,0.22036718308391512,0.1469989752496167
TF-IDF,DBSCAN,eps=0.55;min_samples=15,25.0,0.07594733974465342,0.22380811154283264,0.11340998545278101
TF-IDF,DBSCAN,eps=0.55;min_samples=20,13.0,0.048310478360491634,0.21976045473302705,0.07920838391805778
TF-IDF,DBSCAN,eps=0.55;min_samples=25,8.0,0.03626513483234535,0.21854035931920351,0.06220741529463556
TF-IDF,DBSCAN,eps=0.6000000000000001;min_samples=5,171.0,0.27066618775909124,0.2123124151113444,0.23796413203642108
TF-IDF,DBSCAN,eps=0.6000000000000001;min_samples=10,63.0,0.1655383787653167,0.2187471192263551,0.1884590684038721
TF-IDF,DBSCAN,eps=0.6000000000000001;min_samples=15,37.0,0.12279920821813373,0.23165025119075303,0.16051071132790704
TF-IDF,DBSCAN,eps=0.6000000000000001;min_samples=20,23.0,0.0883017081965612,0.23515860711843414,0.12839229866860336
TF-IDF,DBSCAN,eps=0.6000000000000001;min_samples=25,11.0,0.05769572972246794,0.24836776800350308,0.09363912861854995
TF-IDF,DBSCAN,eps=0.6500000000000001;min_samples=5,194.0,0.36722875509070324,0.23393137893291024,0.28580181618899503
TF-IDF,DBSCAN,eps=0.6500000000000001;min_samples=10,79.0,0.24773860447520843,0.23392167171629433,0.24063196145518026
TF-IDF,DBSCAN,eps=0.6500000000000001;min_samples=15,43.0,0.17671126337090481,0.23122650961010946,0.20032628182214826
TF-IDF,DBSCAN,eps=0.6500000000000001;min_samples=20,34.0,0.14213840277583983,0.2297239993032977,0.17561658375616013
TF-IDF,DBSCAN,eps=0.6500000000000001;min_samples=25,19.0,0.10238688451027328,0.23698130642387927,0.14299382381787987
TF-IDF,DBSCAN,eps=0.7000000000000001;min_samples=5,149.0,0.3102414572266471,0.22491037485410786,0.26077280598602354
TF-IDF,DBSCAN,eps=0.7000000000000001;min_samples=10,67.0,0.2988441988526317,0.2576653707605043,0.27673127472189885
TF-IDF,DBSCAN,eps=0.7000000000000001;min_samples=15,47.0,0.27391027569771875,0.27074213312833045,0.27231699016263544
TF-IDF,DBSCAN,eps=0.7000000000000001;min_samples=20,34.0,0.23584504663741157,0.2716346675944001,0.25247783921418154
TF-IDF,DBSCAN,eps=0.7000000000000001;min_samples=25,31.0,0.2012682062795103,0.2555071157504942,0.22516741338042412
TF-IDF,DBSCAN,eps=0.7500000000000001;min_samples=5,88.0,0.12000350945983165,0.13625120750383404,0.12761227002832645
TF-IDF,DBSCAN,eps=0.7500000000000001;min_samples=10,49.0,0.12869385771989061,0.14856611492819424,0.1379178268969508
TF-IDF,DBSCAN,eps=0.7500000000000001;min_samples=15,28.0,0.21486257414330812,0.24864905688986572,0.23052442633457335
TF-IDF,DBSCAN,eps=0.7500000000000001;min_samples=20,27.0,0.20966682749329285,0.2458020697261246,0.22630102940238536
TF-IDF,DBSCAN,eps=0.7500000000000001;min_samples=25,20.0,0.1776001147873937,0.2369233545395255,0.2030168039959593
TF-IDF,DBSCAN,eps=0.8;min_samples=5,45.0,0.06622321473743041,0.12782652455851187,0.08724653190147075
TF-IDF,DBSCAN,eps=0.8;min_samples=10,16.0,0.06407150217551481,0.1304249690751583,0.08592982315931387
TF-IDF,DBSCAN,eps=0.8;min_samples=15,15.0,0.06945880150253528,0.13396766316328498,0.09148498292691006
TF-IDF,DBSCAN,eps=0.8;min_samples=20,10.0,0.07226148193910098,0.13476768502558115,0.0940786535562094
TF-IDF,DBSCAN,eps=0.8;min_samples=25,11.0,0.20632669952686974,0.29699891578979376,0.2434956783171616
TF-IDF,DBSCAN,eps=0.8500000000000001;min_samples=5,17.0,0.022706855509712534,0.1114718754786678,0.03772842016384807
TF-IDF,DBSCAN,eps=0.8500000000000001;min_samples=10,7.0,0.028565996233578948,0.1230953755931585,0.046370964382180684
TF-IDF,DBSCAN,eps=0.8500000000000001;min_samples=15,6.0,0.033714642521095066,0.13021937652004512,0.05356178972945732
TF-IDF,DBSCAN,eps=0.8500000000000001;min_samples=20,3.0,0.035723448540346224,0.13370125571180766,0.05638221355360238
TF-IDF,DBSCAN,eps=0.8500000000000001;min_samples=25,2.0,0.03749942437177301,0.13384546624358243,0.058585090233862123
TF-IDF,DBSCAN,eps=0.9000000000000001;min_samples=5,3.0,0.0035196100472696676,0.10774353842391993,0.00681654699827963
TF-IDF,DBSCAN,eps=0.9000000000000001;min_samples=10,3.0,0.003929659642988545,0.10346824795018297,0.007571748973746636
TF-IDF,DBSCAN,eps=0.9000000000000001;min_samples=15,3.0,0.00407766880295684,0.09774194596306296,0.007828732896107677
TF-IDF,DBSCAN,eps=0.9000000000000001;min_samples=20,3.0,0.00492308894360661,0.1041183713776064,0.00940163496426877
TF-IDF,DBSCAN,eps=0.9000000000000001;min_samples=25,2.0,0.00409657809927642,0.08473108507233794,0.007815302013848044
BOW,DBSCAN,eps=0.05;min_samples=5,7.0,0.002997529346056203,0.14899685956551167,0.00587682824630699
BOW,DBSCAN,eps=0.05;min_samples=10,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.05;min_samples=15,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.05;min_samples=20,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.05;min_samples=25,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.1;min_samples=5,13.0,0.008077259372548405,0.16355462999827539,0.015394262370706378
BOW,DBSCAN,eps=0.1;min_samples=10,2.0,0.00231047557842423,0.19649876964213656,0.004567248449083815
BOW,DBSCAN,eps=0.1;min_samples=15,2.0,0.0017368228530231598,0.18046923252253572,0.003440534253009637
BOW,DBSCAN,eps=0.1;min_samples=20,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.1;min_samples=25,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.15000000000000002;min_samples=5,18.0,0.012015017273909053,0.16769594185284412,0.02242344760627813
BOW,DBSCAN,eps=0.15000000000000002;min_samples=10,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.15000000000000002;min_samples=15,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.15000000000000002;min_samples=20,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.15000000000000002;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.2;min_samples=5,29.0,0.022322841052806113,0.17904392605402783,0.03969641227496067
BOW,DBSCAN,eps=0.2;min_samples=10,4.0,0.005322256957993695,0.1908846358452984,0.01035577361005623
BOW,DBSCAN,eps=0.2;min_samples=15,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.2;min_samples=20,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.2;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.25;min_samples=5,46.0,0.040583193563025116,0.19234994719998547,0.06702502798428998
BOW,DBSCAN,eps=0.25;min_samples=10,9.0,0.017719775930527346,0.2477901660602892,0.03307436390105765
BOW,DBSCAN,eps=0.25;min_samples=15,3.0,0.0050670940197092154,0.19892083382321837,0.00988245312474894
BOW,DBSCAN,eps=0.25;min_samples=20,3.0,0.0050670940197092154,0.19892083382321837,0.00988245312474894
BOW,DBSCAN,eps=0.25;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.3;min_samples=5,58.0,0.051633924819301055,0.18820129831304475,0.08103540056439713
BOW,DBSCAN,eps=0.3;min_samples=10,10.0,0.022443221288240577,0.2607674302873841,0.04132938581332171
BOW,DBSCAN,eps=0.3;min_samples=15,8.0,0.01867794981257099,0.2668476719647901,0.034912225344499316
BOW,DBSCAN,eps=0.3;min_samples=20,3.0,0.0050670940197092154,0.19892083382321837,0.00988245312474894
BOW,DBSCAN,eps=0.3;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.35000000000000003;min_samples=5,74.0,0.06722997092660943,0.1829462138153524,0.09832645460338604
BOW,DBSCAN,eps=0.35000000000000003;min_samples=10,20.0,0.03399225663188482,0.22176849822373107,0.05894893224524931
BOW,DBSCAN,eps=0.35000000000000003;min_samples=15,10.0,0.02277141200939312,0.2605614003034022,0.041882554665097146
BOW,DBSCAN,eps=0.35000000000000003;min_samples=20,4.0,0.008307344641367042,0.2310703084135494,0.016038094315662388
BOW,DBSCAN,eps=0.35000000000000003;min_samples=25,2.0,0.003370307583659957,0.2185577901695659,0.006638248920562764
BOW,DBSCAN,eps=0.4;min_samples=5,95.0,0.10242926580833663,0.1938496630019077,0.13403503744402856
BOW,DBSCAN,eps=0.4;min_samples=10,27.0,0.053702853689874736,0.20951403509937694,0.08549224652469617
BOW,DBSCAN,eps=0.4;min_samples=15,14.0,0.03635865074283855,0.23198572879963922,0.06286465254185634
BOW,DBSCAN,eps=0.4;min_samples=20,6.0,0.0144638741171542,0.21476818801610997,0.027102491745054618
BOW,DBSCAN,eps=0.4;min_samples=25,4.0,0.00984706426948334,0.2355309785738544,0.018903799676581522
BOW,DBSCAN,eps=0.45;min_samples=5,116.0,0.1524482334912359,0.2035063448779555,0.17431540239229434
BOW,DBSCAN,eps=0.45;min_samples=10,32.0,0.0814537364302509,0.21102343488176403,0.11753838542925839
BOW,DBSCAN,eps=0.45;min_samples=15,19.0,0.061002815085152755,0.22567560301449846,0.0960438331645764
BOW,DBSCAN,eps=0.45;min_samples=20,10.0,0.04253628798595121,0.23589907724966558,0.07207612493492523
BOW,DBSCAN,eps=0.45;min_samples=25,6.0,0.02637975471293522,0.2397595073545437,0.04752998069486954
BOW,DBSCAN,eps=0.5;min_samples=5,143.0,0.2335857737775695,0.21871112818712146,0.22590386044847233
BOW,DBSCAN,eps=0.5;min_samples=10,42.0,0.14101513548128242,0.2337549010074696,0.17591042946663854
BOW,DBSCAN,eps=0.5;min_samples=15,24.0,0.10381989285750594,0.23559187066677198,0.14412654715766277
BOW,DBSCAN,eps=0.5;min_samples=20,15.0,0.07549203117012449,0.2296088457658518,0.1136256199298264
BOW,DBSCAN,eps=0.5;min_samples=25,11.0,0.061606557382187926,0.23189762711765688,0.09735066977775712
BOW,DBSCAN,eps=0.55;min_samples=5,148.0,0.3294739376722255,0.25323492528063474,0.2863670463687187
BOW,DBSCAN,eps=0.55;min_samples=10,53.0,0.2219815738053916,0.26115480471484787,0.2399800848571915
BOW,DBSCAN,eps=0.55;min_samples=15,27.0,0.16947000708130577,0.26550021148387787,0.20688461324401325
BOW,DBSCAN,eps=0.55;min_samples=20,25.0,0.1468760692979565,0.2582856256433872,0.18726339594445757
BOW,DBSCAN,eps=0.55;min_samples=25,14.0,0.1166775812009095,0.27298748074346213,0.16348152329768853
BOW,DBSCAN,eps=0.6000000000000001;min_samples=5,128.0,0.2243652848124032,0.19051803188987393,0.20606098517836818
BOW,DBSCAN,eps=0.6000000000000001;min_samples=10,51.0,0.23231866249998667,0.23776512624642396,0.2350103425860012
BOW,DBSCAN,eps=0.6000000000000001;min_samples=15,32.0,0.19662286790888878,0.2404083574127303,0.21632221207521052
BOW,DBSCAN,eps=0.6000000000000001;min_samples=20,29.0,0.25152250720792185,0.30731813832489574,0.2766349558853248
BOW,DBSCAN,eps=0.6000000000000001;min_samples=25,18.0,0.21986158284868193,0.3244247445492167,0.26209931891133326
BOW,DBSCAN,eps=0.6500000000000001;min_samples=5,73.0,0.12636342713363125,0.15869621470270456,0.14069615350517958
BOW,DBSCAN,eps=0.6500000000000001;min_samples=10,35.0,0.1212896307131722,0.16535607084856002,0.1399356533876627
BOW,DBSCAN,eps=0.6500000000000001;min_samples=15,21.0,0.11813438653518192,0.1751619904367503,0.14110405657351258
BOW,DBSCAN,eps=0.6500000000000001;min_samples=20,19.0,0.11567043045525108,0.1738253461120068,0.13890670770554436
BOW,DBSCAN,eps=0.6500000000000001;min_samples=25,15.0,0.1466549551347638,0.22149259483661562,0.17646721571810856
BOW,DBSCAN,eps=0.7000000000000001;min_samples=5,36.0,0.06840372988902285,0.13460022920256548,0.09070914441839929
BOW,DBSCAN,eps=0.7000000000000001;min_samples=10,15.0,0.07202859940680535,0.1487829469115013,0.09706582341671723
BOW,DBSCAN,eps=0.7000000000000001;min_samples=15,10.0,0.0783251723904474,0.16032433556488218,0.10523743651592891
BOW,DBSCAN,eps=0.7000000000000001;min_samples=20,10.0,0.08405975918131746,0.16368292592709885,0.1110761137468428
BOW,DBSCAN,eps=0.7000000000000001;min_samples=25,10.0,0.09035646636791986,0.1658575256642919,0.1169826817082487
BOW,DBSCAN,eps=0.7500000000000001;min_samples=5,8.0,0.016740376028680705,0.08560305674300628,0.028004285575983914
BOW,DBSCAN,eps=0.7500000000000001;min_samples=10,5.0,0.023536738923884946,0.10399241281954733,0.038385612028892124
BOW,DBSCAN,eps=0.7500000000000001;min_samples=15,3.0,0.027277444983504387,0.11414690952275068,0.04403252969284256
BOW,DBSCAN,eps=0.7500000000000001;min_samples=20,3.0,0.033345841406510666,0.12661492671974092,0.052788959637416914
BOW,DBSCAN,eps=0.7500000000000001;min_samples=25,2.0,0.03714055886909069,0.1353205668689923,0.058284224441737066
BOW,DBSCAN,eps=0.8;min_samples=5,2.0,0.0029499092312602476,0.06685194548564886,0.005650485131537632
BOW,DBSCAN,eps=0.8;min_samples=10,2.0,0.002831124644159684,0.054265724175562885,0.00538148889903499
BOW,DBSCAN,eps=0.8;min_samples=15,2.0,0.0026309800500846393,0.04277166248067832,0.004957041459398391
BOW,DBSCAN,eps=0.8;min_samples=20,2.0,0.0031616237209322147,0.0476052783904378,0.005929452897110337
BOW,DBSCAN,eps=0.8;min_samples=25,2.0,0.0043243843018848085,0.055689882028397815,0.008025573462551944
BOW,DBSCAN,eps=0.8500000000000001;min_samples=5,2.0,0.0003445503572991647,0.06841414213332708,0.0006856476254130991
BOW,DBSCAN,eps=0.8500000000000001;min_samples=10,2.0,0.0003445503572991647,0.06841414213332708,0.0006856476254130991
BOW,DBSCAN,eps=0.8500000000000001;min_samples=15,2.0,0.0005195115546530406,0.08029679040769114,0.0010323439555001133
BOW,DBSCAN,eps=0.8500000000000001;min_samples=20,2.0,0.000571755148246951,0.08244293170977192,0.0011356344865156992
BOW,DBSCAN,eps=0.8500000000000001;min_samples=25,2.0,0.000571755148246951,0.08244293170977192,0.0011356344865156992
BOW,DBSCAN,eps=0.9000000000000001;min_samples=5,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.9000000000000001;min_samples=10,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.9000000000000001;min_samples=15,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.9000000000000001;min_samples=20,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
BOW,DBSCAN,eps=0.9000000000000001;min_samples=25,1.0,-3.6883050403978197e-17,1.0,-7.376610080795639e-17
